Userid,CopingPotential,Serendipity,SerendipityMax,SerendipityMin
005226124145193495720ddb90cdfc03,0,0.3484848484848485,0.5000000000000001,0.0
00dae374b4b793f0cef9e22e003180a9,7,0.0446428571428571,0.5000000000000001,0.0
020ef694b74bfabbab6df26d4bb3b7a5,57,0.33069914006120626,0.5000000000000001,0.0
02c78e6704d3c40c7761970b5404cd3d,10,0.4235043545705311,0.5000000000000001,0.0
03b5f7f19c85078841cb79e1cba6afdd,46,0.28020112611149695,0.5000000000000001,0.0
06d5dc7473ad550eb34d4805ebdf776b,11,0.07684485365199364,0.5000000000000001,0.0
07f5ebc1a855c194b1d206c556c25dc9,47,0.3289523477633742,0.5000000000000001,0.0
08be4f1a603654f1e796f73a97364e1f,5,0.10730519480519474,0.5000000000000001,0.0
093589c6db7cd8ea9f5e2b29dcae76c1,52,0.03881919250340296,0.5000000000000001,0.0
09a3e2cae9cc8a8a9d8fd22884c9ab94,141,0.001382654027412581,0.5000000000000001,0.0
0a0dcbdf2c89b632b078d0cd873356c1,6,0.3486043947444612,0.5000000000000001,0.0
0a21ac29ef1e8c404f9e1fca83530a86,52,0.30271449378953796,0.5000000000000001,0.0
0a50d038044e5d7b8e2f6c70f89aeae7,18,0.024516038503028685,0.5000000000000001,0.0
0ad5ed4c3a9bdeeb2466d8680f81bd16,0,0.4145174963924964,0.5000000000000001,0.0
0af7822494143d33d607e8107e2ff4bf,152,0.0018395391271598372,0.5000000000000001,0.0
0b27e103f83ef234d162fdb003a341a5,9,0.0,0.0,0.0
0ba63e1f19b83a5cdcf63610e3c6cd67,7,0.3490785256410257,0.5000000000000001,0.0
0c1f58d090675b9a989e989a54d5985e,1,0.4209632618476492,0.5000000000000001,0.0
0c652f7375ad10aa797a914508359581,0,0.5000000000000001,0.5000000000000001,0.5000000000000001
0cc9f4f94e018be4ce1d2c969d577ca6,17,0.4412400940133139,0.5000000000000001,0.0
0cea6857bf24a4d9b8d00fbf744ed5b7,32,0.46759591598877315,0.5000000000000001,0.0
0d1709ff8447845069f8114d8e93357e,19,0.0,0.0,0.0
0db94731deed9f77c949b24402e9936d,26,0.35242643574374344,0.5000000000000001,0.0
0e109bf8ac1eeb40fb60fa1ea85957a9,24,0.000287356321839,0.1249999999999999,0.0
0e1fa713331f8eef778883ed797acbcb,89,0.12108482269867338,0.5000000000000001,0.0
0e972ac1d6bab8beffb2ff0f1c994f77,0,0.5000000000000001,0.5000000000000001,0.5000000000000001
0fab850253a38afc541dc1a049b62f25,27,0.22332745991753344,0.5000000000000001,0.0
102eb3686b4a708d729687d255dce2d0,4,0.44036195084956703,0.5000000000000001,0.0
11015131dbc8fe97f520cead01669689,14,0.0175438596491228,0.5000000000000001,0.0
1138b305cb01ea7f8a0bd9f9dee7f59d,0,0.2435119874535509,0.5000000000000001,0.0
11477aaa3f6fb692c3ac6766a975c948,59,0.007844224811136537,0.5000000000000001,0.0
11961bd825515aa9be4253a488485726,32,0.47048312330713,0.5000000000000001,0.0
1245602ffa82078fd2710db426e8b488,0,0.0983193277310924,0.5000000000000001,0.0
125861f0e2ece3e7801d20b4bacb420a,28,0.25071582988840124,0.5000000000000001,0.0
1325ecf1c47775f20efbec292f76854b,14,0.4985754985754986,0.5000000000000001,0.0
14f94090c910355ba42bc974fc206c04,31,0.37796260740471993,0.5000000000000001,0.0
182866921ae719e7027048818b1d11db,5,0.44669117647058837,0.5000000000000001,0.0
195e84f47393aaf00c98151af4794cae,25,0.49099955771782394,0.5000000000000001,0.1249999999999999
1a4365785c469c77652ca3e1532c10bb,46,0.14245161796064856,0.5000000000000001,0.0
1c47000e5042671b8f32a37730c4e3e0,51,0.02017769607843137,0.5000000000000001,0.0
1c8c632c85d79ffee8ab60fc329daee7,53,0.2612352036659995,0.5000000000000001,0.0
1fc2c2b85d6126dfa844bdac54aec7c2,63,0.014322448687773713,0.5000000000000001,0.0
20ab6760ea75760f24487d4c9c6e6bba,5,0.4815789473684211,0.5000000000000001,0.0
2192a8565e69fc12f070091a7b7a29e3,50,0.4080407310796657,0.5000000000000001,0.0
230bacb112c9e4231a57a9094bee8622,9,0.4542392411510059,0.5000000000000001,0.0
233748189bfad4b756a7bddf2ca9bff2,0,0.0056089743589743,0.5000000000000001,0.0
23592c982a34d408ace003d3accf3d2d,4,0.41379310344827597,0.5000000000000001,0.0
24a40cf68b51ba7cc009845c8673f83d,56,0.06714321448889947,0.5000000000000001,0.0
270cf208ca52957fc58845dca8361996,119,0.028392393843513775,0.5000000000000001,0.0
27aa9f95da35b217debbc4026e54bcfd,13,0.0059041835357624,0.5000000000000001,0.0
27b3eab8c10118377afc0e9e63801f34,9,0.0009191176470588,0.1249999999999999,0.0
2b1c5fa450bbd29eb84422255edee2ae,47,0.3784244269708019,0.5000000000000001,0.0
2c1a10869f8d6c56afc0ce17c38f5de8,14,0.0110657051282051,0.5000000000000001,0.0
2c4c596a75a9f1e9bf1554b4f323630b,26,0.38045651700595584,0.5000000000000001,0.0
2da14f77fe0b09a912538ff833760afe,0,0.0899122807017544,0.5000000000000001,0.0
2e1553036ec4b5148586dfa633fd0b11,43,0.06244524693321126,0.5000000000000001,0.0
2f107673355e5c0dd77fdbdb6fdb818e,48,0.059010551705564476,0.5000000000000001,0.0
30b4679735c266d142b56484f5308ace,23,0.000563063063063,0.1249999999999999,0.0
30fd11ac9b48c99215b1da1fad7013cd,50,0.006082505625330919,0.5000000000000001,0.0
32fd577c8f51e8de3befcc5d52555c17,36,0.06177772803266767,0.5000000000000001,0.0
330037e30dcc98d17fd0d5e07615ed6f,38,0.19529432649716127,0.5000000000000001,0.0
38fee1a4070164c15014f07259a9a600,12,0.10459758090227957,0.5000000000000001,0.0
397d6f2c0cd27afe85820315448b3c78,53,0.2012544071803915,0.5000000000000001,0.0
39e221be373503964ffe70ea2026bd68,39,0.16882183908045978,0.5000000000000001,0.0
3a27e87551b103fbbeda9fa8b986c1be,27,0.062300713276944135,0.5000000000000001,0.0
3b1f5a94d842c6a0482cf9dc1c5ae670,8,0.25698285410241933,0.5000000000000001,0.0
3f02aba6f3e4043faba23d055f1e6d02,0,0.5000000000000001,0.5000000000000001,0.5000000000000001
40bf5eb588c77fee2d80580c7c016655,51,0.3579365416228744,0.5000000000000001,0.0
4192818edde079a98e301831ff803806,35,0.28938254704900207,0.5000000000000001,0.0
45bbf30fab420bd185dc1fb4b65252d8,60,0.036286037956296535,0.5000000000000001,0.0
4760fa87ec141d438ddf534d2fe3987a,76,0.32923810832037453,0.5000000000000001,0.0
478a9a2550e4fea04aa5bd46a90234cc,51,0.06632320376432478,0.5000000000000001,0.0
4790828d6891c6c3769fcb03569e5fb3,31,0.13512480159508558,0.5000000000000001,0.0
479b2cc1e55528c39a3fe7209f196018,29,0.18656090416412813,0.5000000000000001,0.0
49243c0437787f034a6bcf394d381054,2,0.4358718487394959,0.5000000000000001,0.1249999999999999
4a0fcbae0536f530afcaabc24b926830,0,0.5000000000000001,0.5000000000000001,0.5000000000000001
4b8f92d336f629e00f52bb196687404e,5,0.33298529079861805,0.5000000000000001,0.1249999999999999
4dec7877e8dafe7a42ebf7f388f36811,35,0.30590933919149715,0.5000000000000001,0.0
4f043c2f77e166763b82134573184474,43,0.1863640379382575,0.5000000000000001,0.0
4f42ac6e3ba33fdb3478c18b537c9f31,0,0.25,0.5000000000000001,0.1249999999999999
50871c088d192438a6bcf15176193892,17,0.4790763608870968,0.5000000000000001,0.0
50fdd66245e2cb15193606a1bee62f34,8,0.35658602150537644,0.5000000000000001,0.0
5209e18546467601d16234bc787cce1f,24,0.4975964106398889,0.5000000000000001,0.1249999999999999
5288d4993edc4053abd704b85e9b2595,13,0.4867023953301127,0.5000000000000001,0.0
532037d44de66fc382334c0a7c954d75,5,0.2716727716727717,0.5000000000000001,0.0
53b7d28c283060280adab6742376bf3d,22,0.45837612074744427,0.5000000000000001,0.0
548792360c64707c25a8f17b9c3dac44,0,0.5000000000000001,0.5000000000000001,0.5000000000000001
553b19caf8ce96f3be437a2bc3ddaee8,74,0.15078128395253632,0.5000000000000001,0.0
55626e9c5edaa7e542aad2add28a012c,49,0.07652204017406766,0.5000000000000001,0.0
59f6f1bbf851fde1959098256a2c568a,23,0.0229166666666666,0.5000000000000001,0.0
5ab09bd820b5a4fad1ef1207503b2fde,68,0.0184818349292033,0.5000000000000001,0.0
5b647c1dda0ec355670cca33749d4d18,7,0.496923076923077,0.5000000000000001,0.0
5bc6745f5816a0e9aa3a8632cb7d78d7,34,0.41881262218963833,0.5000000000000001,0.0
5cc2935a3dac50941dbd6db73ea96e84,28,0.07074733317489035,0.5000000000000001,0.0
5cddcbb2815add1775610e2e0412fffd,4,0.0772896765543824,0.5000000000000001,0.0
5d952e99b68c0263fe88573bfe256116,16,0.024936332767402352,0.5000000000000001,0.0
5ea0bee843f55714e6ce5b610bca346b,24,0.47869897959183677,0.5000000000000001,0.0
5eb6cafc6cb82a48e51d7de200ea73ae,19,0.032051282051282,0.5000000000000001,0.0
600dd294913972664abef8fe5bb42647,21,0.4042986723421506,0.5000000000000001,0.0
60d8592fe2ddab34c4981cce36f45078,52,0.41469290248211277,0.5000000000000001,0.0
62129d709c3905c0aae598e65e55f6eb,0,0.5000000000000001,0.5000000000000001,0.5000000000000001
622d285b791010709f2156a5e45c71d7,63,0.021103412125083904,0.5000000000000001,0.0
62f5ef49d486c1ab35818100a1c2194e,21,0.059916505063563844,0.5000000000000001,0.0
63e969aee13d803af87e2240f5e6cb82,4,0.24971575285926137,0.5000000000000001,0.0
64e48f758bb6d65ea544f06aefbbe929,7,0.5000000000000001,0.5000000000000001,0.5000000000000001
65b20d0312b445513e407952778a03e0,17,0.14233841816078657,0.5000000000000001,0.0
661cf6c28c9955d3c963be5b9bb6bebf,20,0.0158536585365853,0.5000000000000001,0.0
66247e739fa65b71d8b5a4aab58f9702,25,0.0026835093011563,0.5000000000000001,0.0
66882ddb89f8c9942e3b388b356aa23e,30,0.43450118425804934,0.5000000000000001,0.0
6a4437edf74b99a452f355426878a078,25,0.5000000000000001,0.5000000000000001,0.5000000000000001
6ac74664dc553546b26c8554d548f23b,27,0.0,0.0,0.0
6ad6b9a90d9ff899052c95bf34b33c4c,34,0.5000000000000001,0.5000000000000001,0.5000000000000001
6e2831a6cabf6edb98a9bdfa24884774,0,0.5000000000000001,0.5000000000000001,0.5000000000000001
6e411e1c054eb16ccb5dc7b57248e03f,18,0.03813538611925705,0.5000000000000001,0.0
6efbd69c7973c8ceff2e4d34fb02c8d9,56,0.18724167554357238,0.5000000000000001,0.0
6f2df99dc8c857888e1f3a14a2cda75f,43,0.4511968267106807,0.5000000000000001,0.0
71c225b602c3bab07be3147fd6611e95,13,0.5000000000000001,0.5000000000000001,0.5000000000000001
71d3879a00fdb95a51d3ef3877c3f36a,31,0.44884027657984016,0.5000000000000001,0.0
721a9e32f8ffd21cf4b6b025d7ffe99a,82,0.09370354224778406,0.5000000000000001,0.0
73dd77d59d0047b097abac5b0d3a8121,4,0.44751794258373206,0.5000000000000001,0.0
744247cb13ec65b499107514fd0e3a59,21,0.3524804488072032,0.5000000000000001,0.0
765c1f53a1db9b5c4dcabcf0a83ad48f,45,0.25677010264928507,0.5000000000000001,0.0
777db7deda335e83aabf892573741096,27,0.14713625978371894,0.5000000000000001,0.0
7b69d8cd7f7c4c1368ff31d37aee0c2b,93,0.05728243357201332,0.5000000000000001,0.0
7cebb9730ea27da87bb3077f0e3d931c,96,0.09236719044405138,0.5000000000000001,0.0
7cf722ca404c6d20f86c3b0ee7aa56c3,97,0.10042594905094905,0.5000000000000001,0.0
7fed36855146bca80de3a76e6bf61c7f,15,0.46460491158633577,0.5000000000000001,0.0
804a4a5b3b1924e6b9acb0b7c818e992,0,0.2403846153846154,0.5000000000000001,0.1249999999999999
810e55351073793a072acede20f51ab8,12,0.5000000000000001,0.5000000000000001,0.5000000000000001
8112443c2af88bd2dee45450e8e8eec7,41,0.4015187229788231,0.5000000000000001,0.0
81da345e808cff34c0f012f2f43d87bd,10,0.24695020053475936,0.5000000000000001,0.0
825094929ed783f43d97cf1ab941a8f3,0,0.3925824175824175,0.5000000000000001,0.0
82aa9e13272e9668945c2428f96d205b,3,0.0049343772169859,0.5000000000000001,0.0
83fee37a69f3d68651d2cdcf563b2e53,26,0.2150991260878602,0.5000000000000001,0.0
8409fc6f95679d4a457dafddb34e41de,10,0.43851626016260165,0.5000000000000001,0.0
874d7f8f8250f263b653841a0a8f04b9,76,0.11550292460441872,0.5000000000000001,0.0
8754894b2b9b50133e8d45879dc6401b,1,0.0095108695652173,0.5000000000000001,0.0
8b130f7225e37b8917966512cd1c19f7,23,0.23961452549610449,0.5000000000000001,0.0
8d625a723c9a580ab6e2ccd201462fea,5,0.2672682709447415,0.5000000000000001,0.0
8f2a6dfc05055bff8a5cac9c89800cd7,14,0.136525234025234,0.5000000000000001,0.0
908903df0ce2b3916fe832b70cb32e66,27,0.3705232791106895,0.5000000000000001,0.0
90951ee0be8e91ca8c54ea57cc021639,1,0.46956385118149835,0.5000000000000001,0.0
90f453aed81fa9c16edfdd5a7e278ae8,18,0.455875385579333,0.5000000000000001,0.0
91e7236d451ddb8701f49d43dc74f67d,33,0.10729266347687398,0.5000000000000001,0.0
921b8495071218d5775b7e96e8546cfa,31,0.45212414383610033,0.5000000000000001,0.0
943a4d5ace09bfa127d7bbd75757413c,48,0.0008214154982730558,0.5000000000000001,0.0
94ce86c56e687b2fe5177f9640c5c943,8,0.0,0.0,0.0
95746ee737f86a1d7c31a8c93ea0a120,7,0.5000000000000001,0.5000000000000001,0.5000000000000001
985481fdf102b1ec49a8a1c5b2057a07,6,0.5000000000000001,0.5000000000000001,0.5000000000000001
9bcaa77be873d3f23fadcf396a714f7d,7,0.5000000000000001,0.5000000000000001,0.5000000000000001
9c0dc1048a6f77ff75e60c957d871146,31,0.3646585605328267,0.5000000000000001,0.0
9ce633844a245c76c72e2dd1176faf7e,6,0.5000000000000001,0.5000000000000001,0.5000000000000001
a20b3555fceb6b8e337345158dcce62d,12,0.19745879120879123,0.5000000000000001,0.0
a2b14a213770bfdfc224b668a4471c78,32,0.18876250824526686,0.5000000000000001,0.0
a376d01fce5349d02fffbf9dccc4f338,47,0.02170906181105418,0.5000000000000001,0.0
a48ffb179daa714ca07e6e16f1d05c6c,26,0.30230891066790555,0.5000000000000001,0.0
a772f0cd49c800e2d6791445c42ffee3,28,0.18362681878306875,0.5000000000000001,0.0
a7b160ac5d7b11fb11b02e71f939cef0,28,0.00568181818181815,0.5000000000000001,0.0
a8234fdd5d63e18d3ce60beb15302382,10,0.0035714285714285,0.1249999999999999,0.0
a9e762ab6388b8c5d0f113d43f1ac437,88,0.0162483042552022,0.5000000000000001,0.0
ac40d82406a91992670e22b8e9f9c330,24,0.41574685872931494,0.5000000000000001,0.0
ac411e489e169f761641941062c4b381,22,0.0059794372294372,0.5000000000000001,0.0
ad0ecfa45487a770e2e3c2e0e409aab1,27,0.44900464119214123,0.5000000000000001,0.0
ae27a2234bf8cb02605acaf4174258df,88,0.24873820767985694,0.5000000000000001,0.0
ae5a8f4831096a10f585c52bb827aaad,19,0.18767435923471396,0.5000000000000001,0.0
af9de502f086f758df8ae98f03a9203f,18,0.38909406647496486,0.5000000000000001,0.0
afddc9f668b92503b74d2ff82a2bae93,3,0.44043103448275867,0.5000000000000001,0.1249999999999999
b095e2494b04ca68c65f8b925179be2c,1,0.093954248366013,0.5000000000000001,0.0
b0c2a6421bb7e9cd709a5a67c433e3e2,5,0.0072916666666666,0.5000000000000001,0.0
